1, 32, 2, 3315.712, 6651.904
1, 32, 4, 3476.48, 6552.576
1, 32, 8, 4768.768, 7700.48
1, 32, 16, 5692.416, 8900.608
1, 32, 32, 9208.832, 12883.968
2, 32, 64, 13886.464, 21891.072
4, 32, 128, 26354.688, 39410.688
8, 32, 256, 48142.336, 69275.648
16, 32, 512, 95638.528, 135172.096
32, 32, 1024, 189008.896, 267170.816
64, 32, 2048, 382441.472, 530516.992
128, 32, 4096, 768615.424, 1.059079168e+06
256, 32, 8192, 1.554269184e+06, 2.116104192e+06
512, 32, 16384, 3.086379008e+06, 4.185442304e+06
1024, 32, 32768, 1.3478529024e+07, 8.346161152e+06
2048, 32, 65536, 6.7066443776e+07, 1.6683309056e+07
4096, 32, 131072, 2.47701632e+08, 3.3312347136e+07
8192, 32, 262144, 9.35992117248e+08, 6.6702072832e+07
1, 64, 2, 2976.768, 5988.352
1, 64, 4, 3119.104, 6205.44
1, 64, 8, 4333.568, 6833.152
1, 64, 16, 5305.344, 7897.088
1, 64, 32, 8379.392, 11943.936
1, 64, 64, 12184.576, 19443.712
2, 64, 128, 23924.736, 35977.216
4, 64, 256, 47643.648, 68261.888
8, 64, 512, 94178.304, 133597.184
16, 64, 1024, 188029.952, 263198.72
32, 64, 2048, 377425.92, 524025.856
64, 64, 4096, 758774.784, 1.04591872e+06
128, 64, 8192, 1.536057344e+06, 2.087743488e+06
256, 64, 16384, 3.084295168e+06, 4.172408832e+06
512, 64, 32768, 7.38467328e+06, 8.343660544e+06
1024, 64, 65536, 3.6038177792e+07, 1.675000832e+07
2048, 64, 131072, 1.4634723328e+08, 3.3541858304e+07
4096, 64, 262144, 5.1487675392e+08, 6.7074761728e+07
1, 128, 2, 2981.888, 5967.872
1, 128, 4, 3115.008, 6340.608
1, 128, 8, 4333.568, 6754.304
1, 128, 16, 5595.136, 7918.592
1, 128, 32, 8287.232, 11539.456
1, 128, 64, 11053.056, 19536.896
1, 128, 128, 21836.8, 36102.144
2, 128, 256, 45613.056, 68899.84
4, 128, 512, 92419.072, 134272
8, 128, 1024, 189902.848, 264993.792
16, 128, 2048, 377435.136, 526711.808
32, 128, 4096, 757929.984, 1.051076608e+06
64, 128, 8192, 1.543515136e+06, 2.099721216e+06
128, 128, 16384, 3.099108352e+06, 4.196021248e+06
256, 128, 32768, 7.419546624e+06, 8.388714496e+06
512, 128, 65536, 3.6051346432e+07, 1.6774114304e+07
1024, 128, 131072, 1.46410372096e+08, 3.354157568e+07
2048, 128, 262144, 5.15101869056e+08, 6.7075777536e+07
1, 256, 2, 2812.928, 5955.584
1, 256, 4, 3061.76, 6161.408
1, 256, 8, 4290.56, 6938.624
1, 256, 16, 5320.704, 7966.72
1, 256, 32, 8339.456, 12020.736
1, 256, 64, 11169.792, 19500.032
1, 256, 128, 21934.08, 36174.848
1, 256, 256, 41175.04, 68731.904
2, 256, 512, 88956.928, 134197.248
4, 256, 1024, 193124.352, 264864.768
8, 256, 2048, 382007.296, 526929.92
16, 256, 4096, 762234.88, 1.05191936e+06
32, 256, 8192, 1.55009024e+06, 2.098996224e+06
64, 256, 16384, 3.125097472e+06, 4.194973696e+06
128, 256, 32768, 7.965862912e+06, 8.39065088e+06
256, 256, 65536, 3.6117533696e+07, 1.6773817344e+07
512, 256, 131072, 1.46683214848e+08, 3.3543906304e+07
1024, 256, 262144, 5.16097434624e+08, 6.7078145024e+07
1, 512, 2, 2892.8, 5983.232
1, 512, 4, 2946.048, 6139.904
1, 512, 8, 4042.752, 6927.36
1, 512, 16, 5919.744, 7947.264
1, 512, 32, 8173.568, 11553.792
1, 512, 64, 11095.04, 19577.856
1, 512, 128, 21869.568, 36204.544
1, 512, 256, 41218.048, 68797.44
1, 512, 512, 81509.376, 134313.984
2, 512, 1024, 190283.776, 265285.632
4, 512, 2048, 388526.08, 526525.44
8, 512, 4096, 775201.792, 1.051621376e+06
16, 512, 8192, 1.554924544e+06, 2.099642368e+06
32, 512, 16384, 3.115442176e+06, 4.19718144e+06
64, 512, 32768, 8.97929728e+06, 8.38837248e+06
128, 512, 65536, 3.5941349376e+07, 1.6775033856e+07
256, 512, 131072, 1.4705928192e+08, 3.3540972544e+07
512, 512, 262144, 5.16882306048e+08, 6.7069961216e+07
1, 1024, 2, 2955.264, 6037.504
1, 1024, 4, 3126.272, 6073.344
1, 1024, 8, 3692.544, 6803.456
1, 1024, 16, 5805.056, 7979.008
1, 1024, 32, 8212.48, 12015.616
1, 1024, 64, 11108.352, 19560.448
1, 1024, 128, 21770.24, 36104.192
1, 1024, 256, 41071.616, 68678.656
1, 1024, 512, 81248.256, 134132.736
1, 1024, 1024, 174987.264, 264672.256
2, 1024, 2048, 389561.344, 526959.616
4, 1024, 4096, 778825.728, 1.051365376e+06
8, 1024, 8192, 1.554402304e+06, 2.098755584e+06
16, 1024, 16384, 3.106758656e+06, 4.1950976e+06
32, 1024, 32768, 8.968167424e+06, 8.38923776e+06
64, 1024, 65536, 3.6439575552e+07, 1.6776179712e+07
128, 1024, 131072, 1.47936029696e+08, 3.3538596864e+07
256, 1024, 262144, 5.1927097856e+08, 6.7076100096e+07
